"","Specimen.ID","Genus","Species","Serotype","Data.Year","AZM.Rslt"
"421","2015AM-0985","Salmonella","enterica","Thompson",2015,4
"422","2015AM-0986","Salmonella","enterica","Typhimurium",2015,4
"423","2015AM-0987","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,8
"424","2015AM-0988","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,4
"425","2015AM-1105","Salmonella","enterica","Enteritidis",2015,4
"426","2015AM-1106","Salmonella","enterica","Enteritidis",2015,4
"427","2015AM-1107","Salmonella","enterica","Heidelberg",2015,4
"428","2015AM-1108","Salmonella","enterica","I 4,[5],12:b:-",2015,2
"429","2015AM-1109","Salmonella","enterica","Newport",2015,2
"430","2015AM-1111","Salmonella","enterica","Enteritidis",2015,4
"431","2015AM-1112","Salmonella","enterica","Heidelberg",2015,4
"432","2015AM-1113","Salmonella","enterica","Kentucky",2015,2
"433","2015AM-1114","Salmonella","enterica","I 4,[5],12:i:-",2015,8
"434","2015AM-1115","Salmonella","enterica","Enteritidis",2015,4
"435","2015AM-1117","Salmonella","enterica","Enteritidis",2015,4
"436","2015AM-1118","Salmonella","enterica","Typhimurium",2015,4
"437","2015AM-1119","Salmonella","enterica","Bovismorbificans",2015,4
"438","2015AM-1120","Salmonella","enterica","Enteritidis",2015,4
"439","2015AM-1121","Salmonella","enterica","Enteritidis",2015,2
"440","2015AM-1123","Salmonella","enterica","Enteritidis",2015,4
"441","2015AM-1124","Salmonella","enterica","Enteritidis",2015,4
"442","2015AM-1126","Salmonella","enterica","Braenderup",2015,4
"443","2015AM-1127","Salmonella","enterica","Enteritidis",2015,2
"444","2015AM-1128","Salmonella","enterica","Enteritidis",2015,4
"445","2015AM-1129","Salmonella","enterica","Javiana",2015,4
"446","2015AM-1130","Salmonella","enterica","Javiana",2015,4
"447","2015AM-1131","Salmonella","enterica","Manhattan",2015,2
"448","2015AM-1132","Salmonella","enterica","Rubislaw",2015,4
"449","2015AM-1134","Salmonella","enterica","Enteritidis",2015,4
"450","2015AM-1135","Salmonella","enterica","Enteritidis",2015,4
"451","2015AM-1136","Salmonella","enterica","IV 50:z4,z23:-",2015,2
"452","2015AM-1137","Salmonella","enterica","IV 50:z4,z23:-",2015,4
"453","2015AM-1138","Salmonella","enterica","Javiana",2015,4
"454","2015AM-1139","Salmonella","enterica","Javiana",2015,4
"455","2015AM-1140","Salmonella","enterica","Litchfield",2015,4
"456","2015AM-1141","Salmonella","enterica","Minnesota",2015,4
"457","2015AM-1142","Salmonella","enterica","Muenchen",2015,2
"458","2015AM-1143","Salmonella","enterica","Newport",2015,2
"459","2015AM-1144","Salmonella","enterica","Enteritidis",2015,8
"460","2015AM-1145","Salmonella","enterica","Enteritidis",2015,4
"461","2015AM-1146","Salmonella","enterica","Hadar",2015,2
"462","2015AM-1147","Salmonella","enterica","I 9,12:l,z28:-",2015,4
"463","2015AM-1148","Salmonella","enterica","Javiana",2015,4
"464","2015AM-1149","Salmonella","enterica","Javiana",2015,4
"465","2015AM-1150","Salmonella","enterica","Newport",2015,4
"466","2015AM-1151","Salmonella","enterica","Newport",2015,2
"467","2015AM-1152","Salmonella","enterica","Newport",2015,4
"468","2015AM-1153","Salmonella","enterica","Newport",2015,2
"469","2015AM-1154","Salmonella","enterica","Newport",2015,2
"470","2015AM-1155","Salmonella","enterica","Typhimurium",2015,4
"471","2015AM-1156","Salmonella","enterica","Typhimurium",2015,4
"472","2015AM-1157","Salmonella","enterica","Typhimurium",2015,4
"473","2015AM-1166","Salmonella","enterica","Enteritidis",2015,4
"474","2015AM-1167","Salmonella","enterica","Enteritidis",2015,2
"475","2015AM-1168","Salmonella","enterica","Enteritidis",2015,4
"476","2015AM-1169","Salmonella","enterica","Enteritidis",2015,4
"477","2015AM-1170","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"478","2015AM-1171","Salmonella","enterica","Javiana",2015,4
"479","2015AM-1172","Salmonella","enterica","Saintpaul",2015,4
"480","2015AM-1173","Salmonella","enterica","Saintpaul",2015,2
"481","2015AM-1176","Salmonella","enterica","Typhimurium",2015,4
"482","2015AM-1180","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,4
"483","2015AM-1181","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,4
"484","2015AM-1183","Salmonella","enterica","Berta",2015,4
"485","2015AM-1184","Salmonella","enterica","Cotham",2015,4
"486","2015AM-1185","Salmonella","enterica","Enteritidis",2015,2
"487","2015AM-1186","Salmonella","enterica","Enteritidis",2015,4
"488","2015AM-1187","Salmonella","enterica","Enteritidis",2015,4
"489","2015AM-1188","Salmonella","enterica","Havana",2015,4
"490","2015AM-1189","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"491","2015AM-1190","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"492","2015AM-1191","Salmonella","enterica","Infantis",2015,4
"493","2015AM-1193","Salmonella","enterica","Manhattan",2015,2
"494","2015AM-1194","Salmonella","enterica","Muenchen",2015,2
"495","2015AM-1195","Salmonella","enterica","Newport",2015,2
"496","2015AM-1196","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,4
"497","2015AM-1201","Salmonella","enterica","Typhimurium",2015,4
"498","2015AM-1202","Salmonella","enterica","Typhimurium",2015,2
"499","2015AM-1206","Salmonella","enterica","Agbeni",2015,2
"500","2015AM-1207","Salmonella","enterica","Braenderup",2015,8
"501","2015AM-1208","Salmonella","enterica","Braenderup",2015,4
"502","2015AM-1209","Salmonella","enterica","Enteritidis",2015,4
"503","2015AM-1210","Salmonella","enterica","Enteritidis",2015,4
"504","2015AM-1211","Salmonella","enterica","Enteritidis",2015,2
"505","2015AM-1212","Salmonella","enterica","Enteritidis",2015,2
"506","2015AM-1213","Salmonella","enterica","Enteritidis",2015,4
"507","2015AM-1214","Salmonella","enterica","I 4,[5],12:b:-",2015,4
"508","2015AM-1215","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"509","2015AM-1216","Salmonella","enterica","Infantis",2015,4
"510","2015AM-1217","Salmonella","enterica","Mbandaka",2015,4
"511","2015AM-1218","Salmonella","enterica","Muenchen",2015,2
"512","2015AM-1219","Salmonella","enterica","Muenchen",2015,2
"513","2015AM-1220","Salmonella","enterica","Newport",2015,4
"514","2015AM-1221","Salmonella","enterica","Saintpaul",2015,16
"515","2015AM-1222","Salmonella","enterica","Saintpaul",2015,4
"516","2015AM-1228","Salmonella","enterica","Poona",2015,4
"517","2015AM-1231","Salmonella","enterica","Braenderup",2015,4
"518","2015AM-1232","Salmonella","enterica","Enteritidis",2015,4
"519","2015AM-1233","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,4
"520","2015AM-1252","Salmonella","enterica","Braenderup",2015,4
"521","2015AM-1253","Salmonella","enterica","Enteritidis",2015,4
"522","2015AM-1254","Salmonella","enterica","Enteritidis",2015,4
"523","2015AM-1255","Salmonella","enterica","Typhimurium",2015,4
"524","2015AM-1256","Salmonella","enterica","Enteritidis",2015,4
"525","2015AM-1257","Salmonella","enterica","Enteritidis",2015,2
"526","2015AM-1258","Salmonella","enterica","Enteritidis",2015,4
"527","2015AM-1259","Salmonella","enterica","Enteritidis",2015,2
"528","2015AM-1260","Salmonella","enterica","Enteritidis",2015,2
"529","2015AM-1261","Salmonella","enterica","Enteritidis",2015,4
"530","2015AM-1262","Salmonella","enterica","Give",2015,2
"531","2015AM-1263","Salmonella","enterica","Mississippi",2015,4
"532","2015AM-1264","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"533","2015AM-1265","Salmonella","enterica","I 4,[5],12:i:-",2015,8
"534","2015AM-1266","Salmonella","enterica","Javiana",2015,4
"535","2015AM-1267","Salmonella","enterica","Javiana",2015,4
"536","2015AM-1268","Salmonella","enterica","Miami",2015,4
"537","2015AM-1269","Salmonella","enterica","Mississippi",2015,4
"538","2015AM-1270","Salmonella","enterica","Montevideo",2015,4
"539","2015AM-1271","Salmonella","enterica","Montevideo",2015,4
"540","2015AM-1272","Salmonella","enterica","Muenchen",2015,2
"541","2015AM-1273","Salmonella","enterica","Muenchen",2015,2
"542","2015AM-1274","Salmonella","enterica","Muenchen",2015,2
"543","2015AM-1275","Salmonella","enterica","Muenchen",2015,2
"544","2015AM-1276","Salmonella","enterica","Newport",2015,4
"545","2015AM-1277","Salmonella","enterica","Newport",2015,2
"546","2015AM-1278","Salmonella","enterica","Newport",2015,4
"547","2015AM-1279","Salmonella","enterica","Newport",2015,2
"548","2015AM-1280","Salmonella","enterica","Newport",2015,2
"549","2015AM-1281","Salmonella","enterica","Newport",2015,2
"550","2015AM-1286","Salmonella","enterica","Plymouth",2015,2
"551","2015AM-1287","Salmonella","enterica","Rubislaw",2015,2
"552","2015AM-1288","Salmonella","enterica","Sandiego",2015,4
"553","2015AM-1289","Salmonella","enterica","Typhimurium",2015,4
"554","2015AM-1290","Salmonella","enterica","Typhimurium",2015,4
"555","2015AM-1291","Salmonella","enterica","Typhimurium",2015,4
"556","2015AM-1292","Salmonella","enterica","Enteritidis",2015,4
"557","2015AM-1293","Salmonella","enterica","Enteritidis",2015,4
"558","2015AM-1294","Salmonella","enterica","Enteritidis",2015,4
"559","2015AM-1295","Salmonella","enterica","Heidelberg",2015,4
"560","2015AM-1296","Salmonella","enterica","I 4,[5],12:i:-",2015,2
"561","2015AM-1297","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"562","2015AM-1298","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"563","2015AM-1299","Salmonella","enterica","Oranienburg",2015,4
"564","2015AM-1300","Salmonella","enterica","Poona",2015,4
"565","2015AM-1301","Salmonella","enterica","Poona",2015,4
"566","2015AM-1302","Salmonella","enterica","Poona",2015,4
"567","2015AM-1303","Salmonella","enterica","Poona",2015,4
"568","2015AM-1304","Salmonella","enterica","Saintpaul",2015,2
"569","2015AM-1305","Salmonella","enterica","Saintpaul",2015,2
"570","2015AM-1308","Salmonella","enterica","Typhimurium",2015,4
"571","2015AM-1309","Salmonella","enterica","Typhimurium",2015,8
"572","2015AM-1310","Salmonella","enterica","Typhimurium",2015,4
"573","2015AM-1311","Salmonella","enterica","Braenderup",2015,4
"574","2015AM-1312","Salmonella","enterica","Enteritidis",2015,2
"575","2015AM-1313","Salmonella","enterica","Enteritidis",2015,4
"576","2015AM-1314","Salmonella","enterica","Enteritidis",2015,4
"577","2015AM-1315","Salmonella","enterica","Heidelberg",2015,4
"578","2015AM-1316","Salmonella","enterica","Indiana",2015,2
"579","2015AM-1317","Salmonella","enterica","Indiana",2015,2
"580","2015AM-1318","Salmonella","enterica","Infantis",2015,4
"581","2015AM-1319","Salmonella","enterica","Montevideo",2015,4
"582","2015AM-1320","Salmonella","enterica","Muenchen",2015,2
"583","2015AM-1321","Salmonella","enterica","Newport",2015,2
"584","2015AM-1322","Salmonella","enterica","Typhimurium",2015,4
"585","2015AM-1323","Salmonella","enterica","Typhimurium",2015,2
"586","2015AM-1333","Salmonella","enterica","Anatum",2015,4
"587","2015AM-1334","Salmonella","enterica","Enteritidis",2015,4
"588","2015AM-1335","Salmonella","enterica","Enteritidis",2015,4
"589","2015AM-1336","Salmonella","enterica","Mbandaka",2015,4
"590","2015AM-1337","Salmonella","enterica","Muenchen",2015,4
"591","2015AM-1338","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,4
"592","2015AM-1339","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,4
"593","2015AM-1340","Salmonella","enterica","Typhimurium",2015,4
"594","2015AM-1341","Salmonella","enterica","Saintpaul",2015,4
"595","2015AM-1342","Salmonella","enterica","Typhimurium",2015,4
"596","2015AM-1343","Salmonella","enterica","I 9,12:-:1,5",2015,4
"597","2015AM-1344","Salmonella","enterica","Enteritidis",2015,4
"598","2015AM-1345","Salmonella","enterica","Enteritidis",2015,2
"599","2015AM-1346","Salmonella","enterica","Enteritidis",2015,4
"600","2015AM-1347","Salmonella","enterica","Montevideo",2015,4
"601","2015AM-1348","Salmonella","enterica","Newport",2015,4
"602","2015AM-1356","Salmonella","enterica","Enteritidis",2015,2
"603","2015AM-1369","Salmonella","enterica","Eko",2015,2
"604","2015AM-1370","Salmonella","enterica","Enteritidis",2015,4
"605","2015AM-1371","Salmonella","enterica","Enteritidis",2015,4
"606","2015AM-1372","Salmonella","enterica","Enteritidis",2015,4
"607","2015AM-1373","Salmonella","enterica","Enteritidis",2015,4
"608","2015AM-1374","Salmonella","enterica","Enteritidis",2015,4
"609","2015AM-1375","Salmonella","enterica","Hadar",2015,4
"610","2015AM-1376","Salmonella","enterica","Heidelberg",2015,4
"611","2015AM-1377","Salmonella","enterica","Heidelberg",2015,4
"612","2015AM-1378","Salmonella","enterica","I 4,[5],12:i:-",2015,2
"613","2015AM-1379","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"614","2015AM-1380","Salmonella","enterica","Litchfield",2015,4
"615","2015AM-1381","Salmonella","enterica","Litchfield",2015,4
"616","2015AM-1383","Salmonella","enterica","Saintpaul",2015,4
"617","2015AM-1384","Salmonella","enterica","Saintpaul",2015,4
"618","2015AM-1385","Salmonella","enterica","Thompson",2015,2
"619","2015AM-1391","Salmonella","enterica","Typhimurium",2015,4
"620","2015AM-1392","Salmonella","enterica","Typhimurium",2015,4
"621","2015AM-1393","Salmonella","enterica","Typhimurium",2015,2
"622","2015AM-1394","Salmonella","enterica","Typhimurium var. 5-",2015,4
"623","2015AM-1401","Salmonella","enterica","Newport",2015,2
"624","2015AM-1402","Salmonella","enterica","Newport",2015,2
"625","2015AM-1403","Salmonella","enterica","Norwich",2015,2
"626","2015AM-1404","Salmonella","enterica","Norwich",2015,2
"627","2015AM-1405","Salmonella","enterica","Poona",2015,4
"628","2015AM-1406","Salmonella","enterica","Poona",2015,4
"629","2015AM-1407","Salmonella","enterica","Chailey",2015,4
"630","2015AM-1408","Salmonella","enterica","Enteritidis",2015,2
"631","2015AM-1409","Salmonella","enterica","Enteritidis",2015,4
"632","2015AM-1410","Salmonella","enterica","Enteritidis",2015,2
"633","2015AM-1411","Salmonella","enterica","Enteritidis",2015,4
"634","2015AM-1412","Salmonella","enterica","Enteritidis",2015,2
"635","2015AM-1413","Salmonella","enterica","Give",2015,4
"636","2015AM-1414","Salmonella","enterica","I 4,[5],12:i:-",2015,2
"637","2015AM-1415","Salmonella","enterica","Infantis",2015,4
"638","2015AM-1416","Salmonella","enterica","Javiana",2015,4
"639","2015AM-1417","Salmonella","enterica","Baildon",2015,4
"640","2015AM-1418","Salmonella","enterica","Newport",2015,4
"641","2015AM-1419","Salmonella","enterica","Newport",2015,2
"642","2015AM-1420","Salmonella","enterica","Newport",2015,2
"643","2015AM-1421","Salmonella","enterica","Newport",2015,4
"644","2015AM-1422","Salmonella","enterica","Oranienburg",2015,4
"645","2015AM-1424","Salmonella","enterica","Thompson",2015,4
"646","2015AM-1426","Salmonella","enterica","Uganda",2015,2
"647","2015AM-1452","Salmonella","enterica","Poona",2015,4
"648","2015AM-1454","Salmonella","enterica","Poona",2015,4
"649","2015AM-1458","Salmonella","enterica","Berta",2015,2
"650","2015AM-1459","Salmonella","enterica","Braenderup",2015,4
"651","2015AM-1460","Salmonella","enterica","Enteritidis",2015,4
"652","2015AM-1461","Salmonella","enterica","Enteritidis",2015,2
"653","2015AM-1462","Salmonella","enterica","Enteritidis",2015,4
"654","2015AM-1463","Salmonella","enterica","Enteritidis",2015,4
"655","2015AM-1464","Salmonella","enterica","Enteritidis",2015,2
"656","2015AM-1465","Salmonella","enterica","Enteritidis",2015,4
"657","2015AM-1466","Salmonella","enterica","Heidelberg",2015,4
"658","2015AM-1467","Salmonella","enterica","Javiana",2015,4
"659","2015AM-1468","Salmonella","enterica","Montevideo",2015,4
"660","2015AM-1469","Salmonella","enterica","Muenchen",2015,2
"661","2015AM-1470","Salmonella","enterica","Muenchen",2015,2
"662","2015AM-1471","Salmonella","enterica","Newport",2015,2
"663","2015AM-1472","Salmonella","enterica","Norwich",2015,4
"664","2015AM-1473","Salmonella","enterica","Oranienburg",2015,4
"665","2015AM-1477","Salmonella","enterica","Poona",2015,4
"666","2015AM-1478","Salmonella","enterica","Poona",2015,4
"667","2015AM-1479","Salmonella","enterica","Saintpaul",2015,2
"668","2015AM-1483","Salmonella","enterica","Typhimurium",2015,2
"669","2015AM-1484","Salmonella","enterica","Typhimurium",2015,4
"670","2015AM-1485","Salmonella","enterica","Typhimurium",2015,2
"671","2015AM-1486","Salmonella","enterica","Typhimurium",2015,4
"672","2015AM-1487","Salmonella","enterica","Typhimurium",2015,2
"673","2015AM-1488","Salmonella","enterica","Typhimurium",2015,4
"674","2015AM-1489","Salmonella","enterica","Typhimurium",2015,4
"675","2015AM-1501","Salmonella","enterica","Bareilly",2015,4
"676","2015AM-1502","Salmonella","enterica","Enteritidis",2015,2
"677","2015AM-1503","Salmonella","enterica","Enteritidis",2015,4
"678","2015AM-1504","Salmonella","enterica","Enteritidis",2015,2
"679","2015AM-1505","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"680","2015AM-1506","Salmonella","enterica","Javiana",2015,4
"681","2015AM-1507","Salmonella","enterica","Javiana",2015,4
"682","2015AM-1508","Salmonella","enterica","Javiana",2015,4
"683","2015AM-1510","Salmonella","enterica","Mississippi",2015,4
"684","2015AM-1511","Salmonella","enterica","Montevideo",2015,4
"685","2015AM-1512","Salmonella","enterica","Montevideo",2015,4
"686","2015AM-1513","Salmonella","enterica","Muenchen",2015,4
"687","2015AM-1514","Salmonella","enterica","Muenchen",2015,2
"688","2015AM-1515","Salmonella","enterica","Muenchen",2015,2
"689","2015AM-1516","Salmonella","enterica","Newport",2015,2
"690","2015AM-1517","Salmonella","enterica","Newport",2015,2
"691","2015AM-1518","Salmonella","enterica","Oranienburg",2015,4
"692","2015AM-1519","Salmonella","enterica","Saintpaul",2015,2
"693","2015AM-1520","Salmonella","enterica","Typhimurium",2015,4
"694","2015AM-1521","Salmonella","enterica","Anatum",2015,4
"695","2015AM-1522","Salmonella","enterica","Berta",2015,4
"696","2015AM-1523","Salmonella","enterica","Enteritidis",2015,8
"697","2015AM-1524","Salmonella","enterica","Enteritidis",2015,4
"698","2015AM-1525","Salmonella","enterica","Enteritidis",2015,4
"699","2015AM-1526","Salmonella","enterica","Mississippi",2015,4
"700","2015AM-1527","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"701","2015AM-1528","Salmonella","enterica","Miami",2015,4
"702","2015AM-1529","Salmonella","enterica","Javiana",2015,4
"703","2015AM-1530","Salmonella","enterica","Muenchen",2015,2
"704","2015AM-1531","Salmonella","enterica","Newport",2015,2
"705","2015AM-1532","Salmonella","enterica","Newport",2015,2
"706","2015AM-1533","Salmonella","enterica","Newport",2015,2
"707","2015AM-1534","Salmonella","enterica","Typhimurium",2015,4
"708","2015AM-1535","Salmonella","enterica","Typhimurium",2015,4
"709","2015AM-1536","Salmonella","enterica","Typhimurium",2015,2
"710","2015AM-1537","Salmonella","enterica","Arechavaleta",2015,2
"711","2015AM-1538","Salmonella","enterica","Enteritidis",2015,4
"712","2015AM-1540","Salmonella","enterica","Muenchen",2015,4
"713","2015AM-1655","Salmonella","enterica","Enteritidis",2015,2
"714","2015AM-1656","Salmonella","enterica","Enteritidis",2015,4
"715","2015AM-1657","Salmonella","enterica","Enteritidis",2015,2
"716","2015AM-1658","Salmonella","enterica","Enteritidis",2015,2
"717","2015AM-1659","Salmonella","enterica","Enteritidis",2015,4
"718","2015AM-1660","Salmonella","enterica","Enteritidis",2015,4
"719","2015AM-1661","Salmonella","enterica","Enteritidis",2015,4
"720","2015AM-1662","Salmonella","enterica","Enteritidis",2015,4
"721","2015AM-1663","Salmonella","enterica","Enteritidis",2015,4
"722","2015AM-1664","Salmonella","enterica","Enteritidis",2015,4
"723","2015AM-1665","Salmonella","enterica","Hartford",2015,4
"724","2015AM-1666","Salmonella","enterica","Heidelberg",2015,4
"725","2015AM-1667","Salmonella","enterica","I 4,[5],12:b:-",2015,2
"726","2015AM-1668","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"727","2015AM-1669","Salmonella","enterica","I 4,[5],12:i:-",2015,2
"728","2015AM-1670","Salmonella","enterica","Javiana",2015,4
"729","2015AM-1671","Salmonella","enterica","Javiana",2015,4
"730","2015AM-1672","Salmonella","enterica","Newport",2015,2
"731","2015AM-1673","Salmonella","enterica","Norwich",2015,2
"732","2015AM-1674","Salmonella","enterica","Oranienburg",2015,4
"733","2015AM-1675","Salmonella","enterica","Oslo",2015,4
"734","2015AM-1676","Salmonella","enterica","Pomona",2015,4
"735","2015AM-1677","Salmonella","enterica","Senftenberg",2015,4
"736","2015AM-1681","Salmonella","enterica","Typhimurium",2015,2
"737","2015AM-1682","Salmonella","enterica","Typhimurium",2015,4
"738","2015AM-1688","Salmonella","enterica","Agona",2015,4
"739","2015AM-1689","Salmonella","enterica","Enteritidis",2015,2
"740","2015AM-1690","Salmonella","enterica","Enteritidis",2015,4
"741","2015AM-1691","Salmonella","enterica","Enteritidis",2015,2
"742","2015AM-1692","Salmonella","enterica","Enteritidis",2015,2
"743","2015AM-1693","Salmonella","enterica","Enteritidis",2015,4
"744","2015AM-1694","Salmonella","enterica","Enteritidis",2015,4
"745","2015AM-1695","Salmonella","enterica","Heidelberg",2015,4
"746","2015AM-1696","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"747","2015AM-1697","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"748","2015AM-1698","Salmonella","enterica","Senftenberg",2015,2
"749","2015AM-1722","Salmonella","enterica","Anatum",2015,4
"750","2015AM-1723","Salmonella","enterica","Eastbourne",2015,4
"751","2015AM-1724","Salmonella","enterica","Enteritidis",2015,4
"752","2015AM-1725","Salmonella","enterica","Infantis",2015,4
"753","2015AM-1726","Salmonella","enterica","Litchfield",2015,4
"754","2015AM-1727","Salmonella","enterica","Mbandaka",2015,4
"755","2015AM-1728","Salmonella","enterica","Minnesota",2015,8
"756","2015AM-1729","Salmonella","enterica","Minnesota",2015,4
"757","2015AM-1730","Salmonella","enterica","Newport",2015,4
"758","2015AM-1731","Salmonella","enterica","Oranienburg",2015,8
"759","2015AM-1732","Salmonella","enterica","Poona",2015,4
"760","2015AM-1733","Salmonella","enterica","Poona",2015,4
"761","2015AM-1734","Salmonella","enterica","Poona",2015,4
"762","2015AM-1735","Salmonella","enterica","Saintpaul",2015,4
"763","2015AM-1739","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"764","2015AM-1740","Salmonella","enterica","Javiana",2015,4
"765","2015AM-1741","Salmonella","enterica","Javiana",2015,4
"766","2015AM-1742","Salmonella","enterica","Javiana",2015,4
"767","2015AM-1743","Salmonella","enterica","Montevideo",2015,4
"768","2015AM-1744","Salmonella","enterica","Newport",2015,2
"769","2015AM-1745","Salmonella","enterica","Norwich",2015,4
"770","2015AM-1746","Salmonella","enterica","Panama",2015,4
"771","2015AM-1748","Salmonella","enterica","Poona",2015,4
"772","2015AM-1751","Salmonella","enterica","I 4,[5],12:b:- var. L(+) tartrate+",2015,4
"773","2015AM-1815","Salmonella","enterica","Enteritidis",2015,4
"774","2015AM-1816","Salmonella","enterica","Javiana",2015,4
"775","2015AM-1817","Salmonella","enterica","Typhimurium",2015,4
"776","2015AM-1818","Salmonella","enterica","Typhimurium",2015,4
"777","2015AM-1819","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"778","2015AM-1823","Salmonella","enterica","Bareilly",2015,4
"779","2015AM-1824","Salmonella","enterica","Enteritidis",2015,4
"780","2015AM-1825","Salmonella","enterica","Heidelberg",2015,4
"781","2015AM-1826","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"782","2015AM-1827","Salmonella","enterica","Javiana",2015,4
"783","2015AM-1828","Salmonella","enterica","Newport",2015,4
"784","2015AM-1829","Salmonella","enterica","Norwich",2015,4
"785","2015AM-1830","Salmonella","enterica","Typhimurium",2015,4
"786","2015AM-1835","Salmonella","enterica","Berta",2015,2
"787","2015AM-1836","Salmonella","enterica","Enteritidis",2015,2
"788","2015AM-1837","Salmonella","enterica","Enteritidis",2015,4
"789","2015AM-1838","Salmonella","enterica","Enteritidis",2015,4
"790","2015AM-1839","Salmonella","enterica","Enteritidis",2015,4
"791","2015AM-1841","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"792","2015AM-1842","Salmonella","enterica","I 4,[5],12:i:-",2015,8
"793","2015AM-1843","Salmonella","enterica","I 4,[5],12:i:-",2015,4
"794","2015AM-1844","Salmonella","enterica","Javiana",2015,4
"795","2015AM-1845","Salmonella","enterica","Javiana",2015,4
"796","2015AM-1846","Salmonella","enterica","Montevideo",2015,4
"797","2015AM-1847","Salmonella","enterica","Muenchen",2015,2
"798","2015AM-1848","Salmonella","enterica","Newport",2015,4
"799","2015AM-1849","Salmonella","enterica","Newport",2015,2
"800","2015AM-1850","Salmonella","enterica","Norwich",2015,4
"801","2015AM-1853","Salmonella","enterica","Pensacola",2015,4
"802","2015AM-1854","Salmonella","enterica","Typhimurium",2015,4
"803","2015AM-1855","Salmonella","enterica","Thompson",2015,4
"804","2015AM-1861","Salmonella","enterica","Typhimurium",2015,4
"805","2015AM-1862","Salmonella","enterica","Typhimurium",2015,4
"806","2015AM-1863","Salmonella","enterica","Typhimurium",2015,4
"807","2015AM-1864","Salmonella","enterica","Typhimurium",2015,4
"808","2015AM-1865","Salmonella","enterica","Typhimurium",2015,4
"809","2015AM-1866","Salmonella","enterica","Typhimurium",2015,4
"810","2015AM-1867","Salmonella","enterica","Braenderup",2015,4
"811","2015AM-1868","Salmonella","enterica","Enteritidis",2015,4
"812","2015AM-1869","Salmonella","enterica","Poona",2015,4
"813","2015AM-1873","Salmonella","enterica","Enteritidis",2015,4
"814","2015AM-1874","Salmonella","enterica","Enteritidis",2015,4
"815","2015AM-1875","Salmonella","enterica","Enteritidis",2015,4
"816","2015AM-1876","Salmonella","enterica","Mississippi",2015,4
"817","2015AM-1877","Salmonella","enterica","Mississippi",2015,4
"818","2015AM-1878","Salmonella","enterica","Mississippi",2015,4
"819","2015AM-1879","Salmonella","enterica","Mississippi",2015,4
"820","2015AM-1880","Salmonella","enterica","Infantis",2015,4
"821","2015AM-1881","Salmonella","enterica","Infantis",2015,4
"822","2015AM-1882","Salmonella","enterica","Infantis",2015,4
"823","2015AM-1883","Salmonella","enterica","Infantis",2015,4
"824","2015AM-1884","Salmonella","enterica","Javiana",2015,4
"825","2015AM-1885","Salmonella","enterica","Javiana",2015,4
"826","2015AM-1886","Salmonella","enterica","Javiana",2015,4
"827","2015AM-1887","Salmonella","enterica","Javiana",2015,4
"828","2015AM-1888","Salmonella","enterica","Javiana",2015,4
"829","2015AM-1889","Salmonella","enterica","Javiana",2015,4
"830","2015AM-1890","Salmonella","enterica","Muenchen",2015,2
"831","2015AM-1891","Salmonella","enterica","Muenchen",2015,2
"832","2015AM-1892","Salmonella","enterica","Newport",2015,4
"833","2015AM-1893","Salmonella","enterica","Newport",2015,4
"834","2015AM-1894","Salmonella","enterica","Newport",2015,2
"835","2015AM-1895","Salmonella","enterica","Newport",2015,4
"836","2015AM-1896","Salmonella","enterica","Newport",2015,2
"837","2015AM-1897","Salmonella","enterica","Newport",2015,2
"838","2015AM-1898","Salmonella","enterica","Newport",2015,2
"839","2015AM-1899","Salmonella","enterica","Newport",2015,2
"840","2015AM-1900","Salmonella","enterica","Newport",2015,4
"841","2015AM-1901","Salmonella","enterica","Newport",2015,2
"842","2015AM-1902","Salmonella","enterica","Pensacola",2015,4
"843","2015AM-1903","Salmonella","enterica","Saintpaul",2015,4
"844","2015AM-1904","Salmonella","enterica","Saintpaul",2015,2
"845","2015AM-1905","Salmonella","enterica","Typhimurium",2015,4
"846","2015AM-1906","Salmonella","enterica","Typhimurium",2015,4
